FIPS,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,poverty_rate,homeownership_rate
95351,0.9813,0.9667,0.9751,0.8465,0.8888,48134,19966,1657,2736,35121,52525.0,13429,6709,48107,6.1,10802,0.4995904386030233
95354,0.8386,0.7538,0.9421,0.6278,0.7474,25100,13275,1470,1431,11601,63064.0,8721,4162,25086,10.5,3935,0.47723884875587663
95355,0.662,0.5105,0.8134,0.5337,0.653,60338,37619,3173,5276,19779,80266.0,21175,12941,59948,14.4,6609,0.6111452184179457
95356,0.5591,0.4626,0.7943,0.4907,0.434,33033,20504,805,2909,10470,91034.0,11288,7592,32931,18.1,3035,0.6725726435152374
95357,0.5246,0.5041,0.8459,0.6221,0.2393,14403,8155,800,593,6500,92372.0,4300,3103,14403,13.2,1741,0.7216279069767442
95358,0.8035,0.8632,0.77,0.7178,0.5956,31268,16583,420,1169,19535,70740.0,8339,5081,30840,9.7,4308,0.6093056721429428
95360,0.7088,0.6918,0.6043,0.753,0.606,13781,8283,68,463,9747,72056.0,4090,2797,13715,6.7,1314,0.6838630806845966
95361,0.6368,0.5854,0.7532,0.3649,0.5568,35107,25537,284,767,10301,88524.0,12478,8643,34948,14.6,4012,0.6926590799807661
95363,0.631,0.593,0.624,0.7989,0.4531,29784,13472,1363,1123,19926,88728.0,8063,5752,29784,10.0,2365,0.7133821158377776
95364,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95365,0.8865,0.9222,0.9363,0.9728,0.5075,3882,1333,0,0,3746,41394.0,1183,591,3882,4.7,1333,0.4995773457311919
95366,0.3421,0.3222,0.73,0.3609,0.2028,18500,13969,124,876,4989,104041.0,6573,4500,18378,16.9,1722,0.6846188954815153
95367,0.6146,0.5702,0.6796,0.6703,0.4542,25162,13581,311,1639,13910,89752.0,7478,5208,24995,13.8,3296,0.6964428991709013
95368,0.5123,0.583,0.5545,0.6589,0.2717,14849,8179,253,1099,7956,90476.0,4350,3507,14849,13.5,1230,0.8062068965517242
95369,0.5713,0.7287,0.3957,0.4816,0.3685,778,451,0,3,338,84375.0,330,183,778,6.0,89,0.5545454545454546
95370,0.5924,0.5503,0.6669,0.1071,0.6535,28548,24864,114,394,2970,69751.0,12154,8793,28159,17.5,3542,0.7234655257528386
95372,0.1187,0.4041,0.1153,0.1263,0.1054,1639,1436,0,7,252,83125.0,609,517,1639,14.0,79,0.8489326765188834
95374,0.7556,0.8596,0.6222,0.5977,0.566,1581,733,0,23,898,54952.0,513,240,1581,4.8,239,0.4678362573099415
95375,0.3433,0.3801,0.2086,0.2017,0.5093,64,63,0,0,16,,61,15,61,23.4,46,0.2459016393442623
95376,0.607,0.5327,0.6703,0.7235,0.4728,55038,24264,3365,7421,26159,99675.0,16713,9899,54823,14.4,5449,0.5922934242805002
95377,0.2251,0.214,0.3192,0.7467,0.1808,35001,13125,1804,10410,11254,145264.0,9307,6983,34948,22.4,2510,0.7502954765230472
95379,0.3883,0.2415,0.6918,0.2476,0.4502,3828,3129,47,110,675,69553.0,1622,1351,3828,13.9,181,0.8329223181257707
95380,0.8883,0.8602,0.9461,0.6442,0.7584,44204,24709,586,1376,23941,63548.0,14844,7230,43978,11.1,7546,0.48706548100242525
95382,0.5708,0.4731,0.573,0.5178,0.584,38727,24016,1135,3004,13194,89600.0,13327,8292,38321,23.0,3559,0.6221955428828694
95383,0.1936,0.3807,0.416,0.0589,0.1257,3415,3213,0,21,294,84098.0,1666,1319,3415,31.4,189,0.7917166866746699
95385,0.5573,0.8743,0.055,0.4255,0.5394,531,366,0,0,182,60139.0,201,126,531,0.0,91,0.6268656716417911
95386,0.7041,0.6947,0.9032,0.5864,0.4038,10387,6936,200,367,5173,63503.0,2941,1689,10384,5.0,1838,0.57429445766746
95387,0.9649,0.9994,0.8059,0.8261,0.7642,1215,700,0,110,889,43824.0,306,54,1215,18.6,184,0.17647058823529413
95388,0.8275,0.8924,0.9125,0.8215,0.4461,13518,3447,205,398,10256,55517.0,3748,2196,13501,4.8,2130,0.5859124866595518
95389,0.6269,0.7655,0.1112,0.4096,0.7839,1963,1289,104,94,561,48466.0,331,69,1959,31.0,404,0.2084592145015106
95391,0.1269,0.0942,0.1477,0.7496,0.2109,23696,7625,1450,12314,2969,166643.0,6190,4323,23696,27.0,827,0.6983844911147011
95401,0.748,0.6784,0.6802,0.5167,0.8134,36905,20709,330,2146,14480,88439.0,13682,7827,36878,17.8,5384,0.5720654875018272
95403,0.7304,0.4825,0.719,0.5167,0.9537,44677,26016,1099,2101,16483,93826.0,16000,8850,43528,18.1,4024,0.553125
95404,0.5152,0.3918,0.6159,0.3513,0.5898,37437,25821,650,2554,8140,96483.0,15697,9111,37197,27.1,3120,0.5804293814104606
95405,0.3287,0.3193,0.4635,0.1932,0.3806,23748,18771,182,872,3639,111358.0,9359,5519,23367,29.2,1801,0.5896997542472486
95407,0.876,0.7567,0.9143,0.6907,0.8951,42138,16808,944,2744,23674,81484.0,13058,6824,42078,12.4,5678,0.5225915147802114
95409,0.4865,0.3088,0.5492,0.2708,0.6981,26158,19436,252,1801,4806,100225.0,11856,7883,25809,28.3,1683,0.6648954116059379
95410,0.1392,0.5123,0.1298,0.1127,0.0811,797,666,0,33,82,,395,305,784,30.3,119,0.7721518987341772
95412,0.1971,0.3737,0.1692,0.2351,0.2022,271,201,0,7,68,,123,74,271,15.8,65,0.6016260162601627
95415,0.7251,0.9292,0.9392,0.5938,0.1587,1383,946,98,89,605,50577.0,430,227,1382,15.3,126,0.5279069767441861
95417,0.1901,0.7772,0.0562,0.0533,0.0707,211,193,0,15,0,,63,63,211,30.8,20,1.0
95419,0.1246,0.4567,0.0997,0.2657,0.0834,169,145,0,0,50,,131,87,169,7.1,18,0.6641221374045801
95420,0.0298,0.0164,0.1454,0.4062,0.0469,351,208,1,41,2,235959.0,150,143,351,41.5,9,0.9533333333333334
95421,0.4462,0.4678,0.303,0.1195,0.5991,1679,1372,0,89,100,67917.0,700,515,1679,24.1,341,0.7357142857142858
95422,0.9503,0.9363,0.9658,0.4244,0.9212,16998,10610,718,144,5049,41428.0,5999,3628,16915,6.2,4021,0.6047674612435406
95423,0.7772,0.7901,0.9594,0.1904,0.6124,3322,2639,58,65,442,42648.0,1605,1110,3322,12.4,716,0.6915887850467289
95425,0.4105,0.3649,0.3552,0.3552,0.5023,11331,8264,32,206,3524,103125.0,4401,3059,11267,18.6,675,0.6950693024312656
95426,0.1076,0.1146,0.4618,0.0567,0.1489,1178,1065,2,0,38,79904.0,564,492,1178,21.4,48,0.8723404255319149
95427,0.0766,0.6345,0.0458,0.047,0.0359,589,589,0,0,35,53158.0,202,132,589,21.7,125,0.6534653465346535
95428,0.8813,0.9018,0.9797,0.6686,0.5435,2775,1432,3,5,852,46694.0,946,646,2769,8.0,822,0.6828752642706131
95429,0.0287,0.3035,0.0747,0.0442,0.0,118,112,0,6,0,,85,85,118,5.1,55,1.0
95430,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95431,-999.0,-999.0,-999.0,0.4074,-999.0,76,51,12,8,11,,0,0,39,0.0,31,
95432,0.3602,0.6982,0.0962,0.119,0.336,614,503,0,24,77,,304,224,597,11.7,102,0.7368421052631579
95435,0.0041,0.0,0.0295,0.0,0.0,347,347,0,0,0,,83,0,347,0.0,0,0.0
95436,0.193,0.1602,0.2787,0.2516,0.3546,6008,4556,176,179,597,87339.0,2432,1674,5999,21.9,393,0.6883223684210527
95437,0.807,0.7696,0.8812,0.272,0.8395,14865,11675,27,281,3172,53320.0,6366,3655,14618,15.3,2271,0.5741438894125039
95439,0.2848,0.3743,0.7897,0.5337,0.0568,782,513,0,0,342,158125.0,266,238,782,18.4,185,0.8947368421052632
95441,0.3772,0.2637,0.4397,0.3949,0.4965,1819,1233,31,32,549,125400.0,702,442,1811,28.3,178,0.6296296296296297
95442,0.1298,0.3526,0.0353,0.0941,0.3662,2592,2217,8,22,222,168512.0,1253,911,2592,35.2,495,0.7270550678371908
95443,0.6298,0.8684,0.7462,0.1428,0.2572,190,151,15,0,39,,35,9,190,0.0,185,0.2571428571428571
95444,0.0146,0.0211,0.0452,0.3756,0.0371,516,320,0,0,179,,215,203,516,25.7,26,0.9441860465116279
95445,0.2287,0.3497,0.1234,0.1728,0.361,2012,1580,1,0,321,79462.0,884,649,2012,22.8,114,0.7341628959276018
95446,0.3637,0.4719,0.4061,0.1915,0.3152,4709,3701,19,64,698,82706.0,2407,1657,4703,24.5,418,0.6884088076443706
95448,0.3538,0.4292,0.4079,0.2929,0.314,16745,12746,13,282,4134,100437.0,6949,4270,16689,29.1,1580,0.6144769031515326
95449,0.8737,0.9626,0.6501,0.545,0.8239,1785,1046,9,3,771,61576.0,587,269,1785,15.0,419,0.45826235093696766
95450,0.3351,0.3661,0.836,0.1071,0.1796,272,232,0,1,36,93750.0,112,69,272,26.9,0,0.6160714285714286
95451,0.6468,0.7439,0.7039,0.4074,0.4003,12957,8555,362,47,4451,61904.0,4973,3571,12957,12.3,1227,0.7180776191433742
95452,0.0187,0.0099,0.1176,0.1773,0.0452,1240,951,0,168,118,144904.0,527,376,1240,44.9,64,0.713472485768501
95453,0.6135,0.5222,0.5869,0.2289,0.7879,11254,8579,150,129,1948,65012.0,4583,3435,10874,13.3,1625,0.7495090552040148
95454,0.6409,0.8906,0.5829,0.3173,0.3024,1714,1146,0,16,176,38998.0,763,636,1714,5.2,418,0.8335517693315858
95456,0.5129,0.5439,0.9768,0.0759,0.1958,775,715,0,5,82,28140.0,400,195,775,37.6,127,0.4875
95457,0.6614,0.5778,0.854,0.3949,0.5672,3252,2049,18,56,935,42721.0,1363,996,3174,15.5,997,0.7307410124724871
95458,0.6836,0.7912,0.4589,0.2414,0.6628,3303,2478,76,183,361,46244.0,1474,932,3303,5.0,524,0.6322930800542741
95459,0.6111,0.7906,0.9061,0.413,0.1385,853,587,0,0,271,59653.0,345,215,853,9.6,40,0.6231884057971014
95460,0.1526,0.3585,0.5046,0.085,0.0608,2349,2098,24,91,113,75037.0,1059,774,2349,17.1,136,0.7308781869688386
95461,0.6801,0.6819,0.763,0.2147,0.6188,3909,3139,38,45,824,79914.0,1418,994,3835,20.1,321,0.7009873060648801
95462,0.2152,0.3673,0.2514,0.0646,0.2352,1091,1013,0,18,65,87188.0,575,444,1091,28.7,80,0.7721739130434783
95463,0.0246,0.0848,0.033,0.2147,0.0695,88,88,0,0,23,85313.0,33,33,88,67.6,0,1.0
95464,0.7503,0.6889,0.9519,0.4912,0.5353,2466,1280,44,75,576,71150.0,974,631,2456,16.7,538,0.6478439425051334
95465,0.0427,0.0906,0.0417,0.0867,0.2057,1251,1136,0,46,98,104792.0,531,346,1251,35.2,84,0.6516007532956686
95466,0.6509,0.6632,0.6205,0.3025,0.6344,880,795,9,0,270,48393.0,284,174,877,16.7,302,0.6126760563380281
95467,0.2538,0.5567,0.759,0.1127,0.0388,5795,4947,30,22,694,82660.0,2184,1673,5777,19.4,396,0.7660256410256411
95468,0.4871,0.4988,0.6495,0.502,0.31,1822,1045,11,23,532,90417.0,681,441,1822,10.4,238,0.6475770925110133
95469,0.1216,0.176,0.1564,0.1524,0.2468,1323,1089,6,19,131,61500.0,622,422,1323,25.9,97,0.6784565916398714
95470,0.7181,0.7871,0.803,0.4062,0.4942,6068,4435,19,0,1902,74514.0,2111,1426,6068,10.5,1671,0.6755092373282804
95471,0.1281,0.517,0.3447,0.1462,0.033,780,753,0,27,135,66216.0,400,300,780,29.5,85,0.75
95472,0.3596,0.2158,0.562,0.2034,0.522,28443,22643,313,687,4314,108685.0,11591,8313,28291,27.2,2592,0.7171943749460788
95476,0.5678,0.4228,0.668,0.3462,0.6663,36386,26813,453,706,10295,100734.0,15267,9908,36134,22.7,3075,0.6489814632868278
95480,0.1404,0.3251,0.4676,0.9938,0.0,6,0,0,0,0,,1,0,6,0.0,0,0.0
95482,0.9251,0.7789,0.9838,0.4419,0.9629,34183,23866,242,1054,11938,65657.0,11653,6629,33757,12.8,5480,0.568866386338282
95485,0.514,0.4094,0.5017,0.2125,0.6947,2909,2282,27,157,301,71071.0,1164,881,2889,10.4,451,0.756872852233677
95486,0.0035,0.1,0.0,0.0,0.0,27,27,0,0,0,,27,0,27,100.0,0,0.0
95488,0.162,0.7,0.1425,0.1399,0.0377,366,292,0,0,74,,276,236,366,27.8,20,0.855072463768116
95490,0.7491,0.714,0.8071,0.2516,0.7723,14360,11296,192,226,2863,63418.0,5542,3231,14287,14.5,1591,0.5830025261638397
95492,0.3497,0.2409,0.5852,0.387,0.3847,28096,19062,244,719,8731,129250.0,9826,7526,28084,23.7,1269,0.7659271320985142
95493,0.3556,0.9427,0.1124,0.0572,0.0927,144,130,0,0,14,68875.0,68,68,144,25.0,16,1.0
95494,0.0053,0.0661,0.0145,0.1167,0.0,151,124,0,0,0,146750.0,71,38,151,32.5,37,0.5352112676056338
95497,0.0678,0.1111,0.4166,0.1513,0.0574,1224,1108,0,49,144,92260.0,643,598,1224,26.3,142,0.9300155520995335
95501,0.7801,0.8754,0.6327,0.3156,0.7659,23706,16992,602,1389,3460,52222.0,9658,4250,23251,22.0,4741,0.4400496997307931
95503,0.6912,0.6158,0.7439,0.2102,0.7769,24072,18586,218,722,2908,68307.0,9873,7064,23915,19.4,4066,0.7154866808467538
95511,0.0474,0.0982,0.1947,0.0697,0.0869,102,90,0,0,0,,58,58,102,0.0,78,1.0
95514,0.0749,0.0,0.5122,0.0,0.3134,117,117,0,0,0,64833.0,50,50,117,0.0,0,1.0
95519,0.517,0.5784,0.5626,0.2198,0.4374,18781,14606,73,839,1916,68785.0,7446,4621,18715,22.8,2556,0.6206016653236637
95521,0.7099,0.7813,0.3488,0.2742,0.8482,21712,15839,648,740,3292,47764.0,8736,3239,21705,26.9,6334,0.37076465201465203
95524,0.3175,0.6848,0.4322,0.0601,0.1002,1700,1590,0,0,99,78125.0,630,510,1700,21.5,182,0.8095238095238095
95525,0.3795,0.5865,0.2352,0.1569,0.3436,1358,1079,0,36,69,59028.0,681,395,1358,25.5,290,0.580029368575624
95526,0.4018,0.5807,0.31,0.1983,0.3302,638,500,0,3,94,45833.0,216,147,638,8.9,226,0.6805555555555556
95527,0.4444,0.6684,0.7833,0.03,0.1419,701,691,0,0,0,55714.0,270,212,701,25.6,261,0.7851851851851852
95528,0.4094,0.7339,0.5348,0.0805,0.1199,1555,1360,0,0,41,75395.0,584,461,1555,17.4,314,0.7893835616438356
95531,0.7509,0.6602,0.6709,0.3938,0.9003,23029,15931,705,826,5026,60365.0,7741,5014,20870,12.0,2834,0.6477199328252163
95536,0.3942,0.6304,0.6732,0.2516,0.1089,3258,2485,8,55,644,66815.0,1241,752,3258,19.0,364,0.6059629331184528
95537,0.0813,0.7708,0.0388,0.072,0.0,629,553,76,0,0,71310.0,148,72,629,0.0,286,0.4864864864864865
95538,0.2556,0.4099,0.2497,0.1955,0.2207,1022,845,17,0,124,62392.0,431,400,1022,6.5,124,0.9280742459396751
95540,0.6608,0.6216,0.821,0.2374,0.591,14415,10804,57,266,2463,58348.0,5725,3271,14317,15.8,2105,0.571353711790393
95542,0.6883,0.7509,0.5805,0.0776,0.726,2862,2547,0,7,234,36472.0,1276,667,2861,14.5,1004,0.5227272727272727
95543,0.4082,0.5117,0.219,0.3161,0.438,376,258,2,0,14,26736.0,250,210,366,10.8,133,0.84
95545,0.3491,0.6661,0.0707,0.4368,0.299,492,303,47,0,60,,117,99,488,12.1,174,0.8461538461538461
95546,0.8754,0.6637,0.9119,0.928,0.9293,2666,209,1,150,93,48472.0,812,639,2664,12.1,789,0.7869458128078818
95547,0.2743,0.4327,0.6014,0.0895,0.1367,1121,966,0,28,108,61328.0,461,397,1121,13.2,264,0.8611713665943601
95548,0.7544,0.7503,0.9114,0.5541,0.4873,1034,498,23,2,149,48276.0,382,300,961,9.4,262,0.7853403141361257
95549,0.1713,0.6123,0.0475,0.0918,0.1593,1140,969,1,15,16,81554.0,372,294,1140,29.4,199,0.7903225806451613
95550,0.0211,0.1345,0.0197,0.183,0.0463,213,162,0,0,2,96336.0,89,23,213,40.3,10,0.25842696629213485
95551,0.2988,0.4655,0.1524,0.2992,0.3262,1789,1324,42,22,262,83661.0,585,314,1789,27.4,112,0.5367521367521367
95552,0.2526,0.662,0.1877,0.0,0.1141,423,423,0,0,0,21550.0,227,157,423,16.6,176,0.6916299559471366
95553,0.6515,0.5544,0.5458,0.2969,0.8644,1037,711,0,0,156,43716.0,388,257,1037,24.1,437,0.6623711340206185
95554,0.0579,0.1784,0.1095,0.1462,0.0857,313,248,0,0,38,,149,69,313,15.8,37,0.46308724832214765
95555,0.6497,0.6269,0.4786,0.4476,0.7196,370,219,0,0,20,40000.0,132,62,370,5.2,79,0.4696969696969697
95556,0.2216,0.0468,0.7028,0.1728,0.3905,692,533,0,0,7,,227,181,692,9.9,24,0.7973568281938326
95558,0.1339,0.2181,0.5394,0.0697,0.1078,246,217,0,8,5,42917.0,133,92,246,8.9,68,0.6917293233082706
95559,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95560,0.3468,0.576,0.5278,0.0346,0.1738,1337,1294,5,5,23,66378.0,600,415,1257,8.7,281,0.6916666666666667
95562,0.7515,0.7094,0.9479,0.3042,0.5875,3396,2566,30,89,555,45547.0,1381,769,3396,5.8,337,0.556842867487328
95563,0.2275,0.1678,0.113,0.2261,0.5892,911,674,178,5,7,41354.0,233,149,911,8.5,61,0.6394849785407726
95564,0.4591,0.8152,0.2028,0.1768,0.248,564,452,0,0,41,55536.0,219,69,564,6.8,73,0.3150684931506849
95565,0.3082,0.6842,0.4484,0.1955,0.0603,860,649,0,0,64,86406.0,281,126,860,13.3,115,0.4483985765124555
95567,0.2263,0.2725,0.5429,0.3428,0.1431,2001,1437,0,31,294,92105.0,726,568,2001,5.4,232,0.7823691460055097
95568,0.1088,0.3409,0.0104,0.7201,0.2833,224,97,0,58,66,,41,31,224,26.7,39,0.7560975609756098
95569,0.0819,0.3175,0.1628,0.0414,0.0632,91,91,0,0,4,,57,50,91,0.0,18,0.8771929824561403
95570,0.4696,0.5924,0.7155,0.1462,0.2428,2523,2091,0,15,195,68594.0,1131,835,2519,31.1,361,0.7382847038019452
95571,-999.0,-999.0,-999.0,0.4697,-999.0,30,16,14,0,0,,0,0,0,0.0,0,
95573,0.3906,0.6023,0.2254,0.1807,0.3488,1417,1145,3,0,114,,597,385,1417,20.2,159,0.644891122278057
95585,0.676,0.7836,0.6819,0.1632,0.5284,545,424,16,30,13,36806.0,225,143,545,4.1,130,0.6355555555555555
95587,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95589,0.6772,0.645,0.9531,0.1575,0.4838,1153,919,41,0,199,42199.0,548,425,1153,9.5,371,0.7755474452554745
95595,0.052,0.2363,0.0429,0.1807,0.1112,143,109,14,0,0,,74,46,143,11.8,3,0.6216216216216216
95601,0.0327,0.0632,0.3946,0.0612,0.0319,352,333,0,2,29,88286.0,175,108,352,16.4,20,0.6171428571428571
95602,0.3088,0.2439,0.4345,0.1382,0.4612,18610,15924,63,400,2475,96578.0,7325,6011,18105,22.8,1583,0.8206143344709897
95603,0.531,0.4304,0.5643,0.1943,0.6802,28366,23834,218,537,4348,78933.0,12031,7922,27741,19.9,3491,0.6584656304546588
95604,0.0029,0.0,0.0,0.0,0.0701,34,34,0,0,0,,23,12,34,100.0,0,0.5217391304347826
95605,0.8971,0.7591,0.9027,0.685,0.949,14291,6884,991,1148,6525,68226.0,4742,2128,14269,13.1,2079,0.44875579924082665
95606,0.0439,0.3702,0.1194,0.0618,0.0,185,165,0,0,14,26483.0,95,87,185,5.7,42,0.9157894736842105
95607,0.0515,0.0123,0.197,0.2912,0.1831,235,172,0,0,31,136250.0,116,108,235,12.8,0,0.9310344827586207
95608,0.6439,0.5035,0.8117,0.3416,0.6877,63715,46059,3809,5101,9586,79371.0,26050,13859,62809,21.7,7747,0.5320153550863723
95610,0.6596,0.6164,0.7092,0.2844,0.6645,46219,35474,1710,1558,8815,75370.0,17223,8999,46033,17.0,4739,0.5224989839168553
95612,0.1807,0.2374,0.4374,0.3762,0.1362,1462,1299,0,84,412,130104.0,457,249,1462,24.2,0,0.5448577680525164
95613,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95614,0.0398,0.1018,0.1767,0.0918,0.0545,4479,3998,0,50,491,114479.0,1756,1566,4479,17.4,375,0.8917995444191344
95615,0.3871,0.1667,0.3134,0.536,0.7074,1147,578,0,51,507,67633.0,413,200,1147,24.0,82,0.48426150121065376
95616,0.5053,0.5643,0.0469,0.5105,0.8638,52090,29145,1146,14033,7408,69204.0,18369,6436,51874,30.9,14973,0.350372910882465
95618,0.3947,0.314,0.1912,0.4912,0.6298,26946,16132,742,6581,4427,105625.0,9952,5351,26849,32.0,5595,0.5376808681672026
95619,0.5012,0.5181,0.383,0.2363,0.5574,6414,5667,24,194,1402,72236.0,2547,1359,6414,19.0,964,0.5335689045936396
95620,0.4567,0.2959,0.7659,0.5105,0.4067,22004,14635,416,698,8746,94042.0,7523,4630,21928,14.6,1454,0.6154459657051708
95621,0.6427,0.6006,0.7955,0.336,0.5377,42089,30826,927,2477,8487,74573.0,16201,10980,41990,13.8,4322,0.6777359422257885
95623,0.2269,0.3304,0.124,0.1394,0.3818,4488,3836,28,139,431,94044.0,1642,1405,4487,16.1,943,0.8556638246041413
95624,0.5041,0.3713,0.7109,0.6221,0.3963,67915,30073,6265,17791,11981,114558.0,20424,15836,67716,21.8,5353,0.7753623188405797
95625,0.0012,0.0,0.0,0.2147,0.0,88,88,0,0,23,,65,0,88,46.6,0,0.0
95626,0.2731,0.4222,0.2822,0.366,0.19,5845,4338,264,386,1225,89395.0,1911,1532,5828,9.7,588,0.8016745159602302
95627,0.5854,0.4368,0.6234,0.5501,0.6246,4137,3067,263,157,1689,96809.0,1202,840,4137,14.0,454,0.6988352745424293
95628,0.2807,0.2462,0.5151,0.2323,0.3146,44256,34909,885,2208,6049,110012.0,16954,12012,44002,28.3,3629,0.708505367464905
95629,0.1632,0.4637,0.2121,0.1484,0.1037,747,621,0,19,30,41201.0,359,324,747,18.7,153,0.9025069637883009
95630,0.207,0.1222,0.2486,0.417,0.4096,76599,49478,1882,14898,10414,134844.0,28274,19579,76480,33.8,4034,0.6924736507038268
95631,0.245,0.3105,0.3656,0.1195,0.2601,6244,5319,0,71,833,94706.0,2610,2267,6244,13.5,697,0.8685823754789272
95632,0.6538,0.531,0.6483,0.545,0.7277,31217,19370,640,1379,13249,91315.0,10001,7497,31073,15.0,2261,0.7496250374962504
95633,0.3094,0.3164,0.6634,0.0816,0.2764,3305,3149,0,60,325,82963.0,1336,1179,3305,16.5,538,0.8824850299401198
95634,0.3667,0.3865,0.4409,0.0788,0.4247,3878,3606,13,89,354,67364.0,1795,1473,3789,21.8,446,0.8206128133704735
95635,0.1415,0.2205,0.1419,0.1875,0.2654,948,884,0,0,177,92758.0,405,376,948,9.7,120,0.928395061728395
95636,0.0152,0.0181,0.0875,0.0516,0.0382,1374,1263,0,0,4,84843.0,484,445,1374,23.3,0,0.9194214876033058
95637,0.076,0.062,0.1431,0.4816,0.1553,276,171,0,0,27,128144.0,125,91,276,21.5,72,0.728
95638,0.5094,0.4778,0.4114,0.3263,0.573,2246,1684,198,59,382,94167.0,796,728,2242,11.3,192,0.914572864321608
95639,0.2292,0.431,0.0081,0.9467,0.4844,314,208,0,0,289,,109,61,314,0.0,47,0.5596330275229358
95640,0.4538,0.3275,0.2034,0.268,0.8546,12518,9119,538,100,2068,90665.0,3912,3100,9783,11.6,831,0.7924335378323109
95641,0.5819,0.724,0.8957,0.3178,0.1657,1517,1146,8,37,427,52035.0,772,589,1492,11.5,388,0.7629533678756477
95642,0.5474,0.3339,0.657,0.255,0.7949,7152,5768,43,248,1304,78143.0,2984,1985,6966,14.9,502,0.6652144772117963
95645,0.831,0.9515,0.8766,0.7014,0.4415,1162,874,0,0,764,55758.0,447,306,1162,6.5,148,0.6845637583892618
95646,0.2608,0.3901,0.1309,0.4204,0.2908,249,182,2,0,103,138295.0,59,47,249,33.1,68,0.7966101694915254
95648,0.2199,0.1579,0.7352,0.2884,0.1669,55350,42749,806,3380,9776,100112.0,20954,17356,54925,22.3,4208,0.8282905411854539
95650,0.0801,0.093,0.1709,0.0935,0.2086,14098,12234,10,296,770,130869.0,5355,4752,14071,28.5,834,0.8873949579831932
95651,0.1058,0.2146,0.0794,0.3836,0.197,738,451,0,132,128,,255,201,738,27.0,46,0.788235294117647
95652,0.6205,0.5579,0.3691,0.7201,0.6848,1193,474,304,22,238,24766.0,345,0,1182,13.3,545,0.0
95653,0.4637,0.4515,0.7439,0.8312,0.1698,455,220,1,1,374,,175,143,455,5.4,88,0.8171428571428572
95655,0.4608,0.1058,0.4919,0.4958,0.9114,4954,2722,482,501,975,123893.0,1618,1224,4954,27.4,525,0.7564894932014833
95658,0.1363,0.1287,0.3291,0.136,0.2538,5974,5036,140,172,493,117118.0,2274,2056,5974,22.8,187,0.9041336851363236
95659,0.5719,0.5357,0.8743,0.4011,0.3621,790,549,4,14,262,68333.0,308,193,790,12.5,110,0.6266233766233766
95660,0.8,0.8023,0.7937,0.5813,0.7207,35458,19851,3779,2746,11921,63429.0,10797,6654,35414,7.6,6923,0.6162823006390664
95661,0.4684,0.2444,0.6095,0.3031,0.6958,32827,24780,495,3132,5015,105789.0,13002,7992,32286,29.4,2476,0.6146746654360867
95662,0.3544,0.248,0.5973,0.2198,0.4432,32436,25623,522,930,4493,92507.0,12531,9379,32350,20.5,2895,0.7484638097518155
95663,0.1614,0.2053,0.1315,0.1263,0.383,2659,2275,0,42,240,126250.0,1128,1021,2618,22.0,203,0.9051418439716312
95664,0.0865,0.0135,0.3297,0.1541,0.2671,1133,891,97,44,52,84333.0,516,432,1133,18.9,25,0.8372093023255814
95665,0.4801,0.6626,0.3494,0.1541,0.3749,4693,3776,0,50,785,61094.0,2012,1627,4636,9.8,277,0.808648111332008
95666,0.2029,0.4287,0.3859,0.1235,0.1095,5885,5104,24,44,745,75558.0,2516,2302,5885,14.1,412,0.9149443561208267
95667,0.4708,0.4,0.5834,0.1331,0.5556,36084,31674,308,330,4967,84296.0,14504,11224,35503,20.0,3422,0.7738554881412024
95668,0.4251,0.5257,0.4102,0.3343,0.3314,507,350,3,6,142,78333.0,208,153,507,12.3,33,0.7355769230769231
95669,0.5661,0.6292,0.635,0.311,0.4143,2514,1985,32,10,588,84500.0,986,847,2514,15.7,263,0.859026369168357
95670,0.6573,0.4544,0.8546,0.4929,0.6906,59449,33847,5364,8028,12096,86905.0,22046,12597,59228,21.8,6667,0.571396171641114
95671,0.0561,0.0901,0.011,0.8238,0.3111,4478,1197,1778,88,1595,157857.0,24,0,24,1.1,0,0.0
95672,0.0789,0.0526,0.2538,0.1167,0.1883,5744,5270,2,83,667,138813.0,2067,1868,5739,26.2,197,0.9037252056119981
95673,0.4532,0.4018,0.6425,0.3484,0.3969,16665,11887,428,1166,3769,88866.0,5129,3569,16663,11.6,2188,0.6958471436927276
95674,0.6035,0.3573,0.9878,0.3207,0.4606,859,572,26,32,98,108750.0,281,217,859,15.6,92,0.7722419928825622
95675,0.086,0.3608,0.4131,0.2657,0.0,487,366,43,0,23,,140,123,487,19.1,66,0.8785714285714286
95676,0.6865,0.793,0.5788,0.9938,0.3256,113,103,0,0,113,,29,3,113,4.6,60,0.10344827586206896
